meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X35,0.006480094913984744,0.006366521375003258,0.0061205884981129725,0.006171583972370221,0.006164124500741408,0.0061581190168269444,0.006191193374071598,0.006286901866710258,0.006393067805130463,0.006448068758542829,0.006449862247406776,0.006426265513598663,0.006405343333333518,0.006395978497415572,0.0063976084199545685,0.006409899456500799,0.006357017068266661,0.0064779834878442594,0.00656967564865926,0.006665426893234044,0.006685127938240558,0.00663517723426202,0.006529330460428983,0.006401815904378683,0.11667480967967112,0.14245889709918103,0.14707059870688516,0.14506840334860882,0.1450856714102467,0.14139656065432626,0.14068260239092906,0.14285135075506364,0.14285135075506364,0.14285135075506364,4.428391873406972,4.428391873406972,4.2855405226519085,4.428391873406972,4.2855405226519085
X37,5.205276741449675,4.695542396290207,4.178609445318905,4.242435276593694,3.769818660687541,3.4757914444005724,3.416792383491843,3.4420717455234637,3.4504365137961406,3.479491549148512,3.4826726298736697,3.4772998673501783,3.4426198739830287,3.427650095614666,3.4346899035994847,3.460796526780163,3.789779113602057,4.262704447140586,4.724781123193411,5.074823434472981,5.316922779648004,5.430112091133649,5.443880867049065,4.968754341605671,93.63897638483834,114.28695361016094,116.21468351449393,113.89615943313962,115.90217373568316,112.89060615817661,115.71229263456938,116.3481319046592,116.97057562435677,117.5940227478567,3772.5422982337177,4361.01950227294,4791.208182425473,5540.8107414063725,5932.941639651373
X41,2.230253320848088,2.2041624792592316,2.186237414516407,2.193579555979726,2.22919516018734,2.236012574605455,1.9094645445221752,1.697260719319722,1.604674276969909,1.553919788304205,1.5332289072875807,1.5176867106857717,1.5210588509329965,1.6296538149372926,1.7239451790035312,1.8184163278959766,1.9096895007479666,2.0295874894394332,2.1592207334202875,2.284761633284167,2.343399245481884,2.369351787213435,2.3384362868060524,2.270044126161016,45.69897110379206,43.34479554124982,44.19988029811137,41.53523017066543,39.67078552284876,37.894441007796175,41.622352346312255,35.354087174338865,35.03742430206621,34.72276963549995,1023.7829850505072,717.0042843719023,407.1905937423973,124.52294269572151,-166.1784465893875
X42,3.0442536249200773,2.332892559779898,1.9884641587390475,1.7697258772494917,1.604296818642077,1.4658280759832591,1.4789663942523172,1.3904316874368798,1.3323256252803821,1.278925545684795,1.2360283756008899,1.2005607669835165,1.214053545171394,1.287469351898236,1.3509946273989708,1.4066739234815062,1.4578836787822962,1.5097825892917223,1.530975830267282,1.6265438808314414,1.6816607300676885,1.7234176626244126,1.8108426745006345,1.848297197182958,35.898003586471184,45.366698648479826,44.79391992392121,32.91201525862908,33.19979470206063,32.186107218452335,40.9875747543588,44.038138031246774,44.494408386229296,44.9530943618456,1490.440641870382,1921.209527796981,2280.189112773971,2791.181305269225,3122.097284521303
X43,0.39550051241004025,0.4025450675071309,0.43117942403210807,0.44621494829309194,0.46066056857316245,0.47133668647837257,0.4823963616868785,0.5081717131005041,0.6095090539191577,0.6549672772491233,0.6558215350705288,0.6521597634331058,0.650807763835225,0.6437497005401391,0.6494260977479528,0.6635623885227154,0.6905166356195774,0.7290351125214052,0.7663431828716869,0.8331747839263202,0.6826020446053728,0.6155192201448347,0.5680614580108603,0.5458715399362175,13.533243471801534,16.296799696770833,16.792243030631095,16.870436783981766,17.09505879515099,16.792111943754648,17.006689816858962,16.035245783217185,15.920764525129275,16.000616636277893,494.50736489328636,495.00196775848974,479.0341555840925,495.00196077033064,479.03415558419096
X44,0.75112318722158,0.8706923909764448,0.9895505742173967,1.1119023095042966,1.1531748814064868,1.1672867828284255,1.1846273176273148,1.2019579875988315,2.0850380607627823,2.8806299750267867,2.136292585594562,1.9413348555751027,2.098101632448487,1.7689006597599228,1.7299914724230314,1.7154462431574171,1.7144826856103892,1.705329413050241,1.7788515276495347,2.4005259191470874,1.687204270223106,1.6470585323649378,1.5278555578861774,1.502702254397311,43.140950825766794,33.92876202522717,51.01689465262887,36.00944834124836,41.16064949080534,36.06270754021985,38.381844851831374,39.14912466159209,38.93124259493288,38.71336052827365,1159.5881119778662,950.2034459183487,720.1896308632753,538.1884578657538,321.46544887689333
X47,0.46008052567780355,0.3699493212626437,0.3196795193590759,0.2958246716098581,0.26160309857166664,0.23013701102990605,0.20756230086149824,0.19628142530692871,0.1916330967600851,0.18644386465140672,0.1831583638133247,0.1862554739811939,0.19631932277957306,0.20748547424660624,0.21225087635418166,0.20859365558884246,0.2043844730170286,0.4582781534101441,0.7459575413108431,0.9310651443189547,1.0753410347550767,1.2099097414616635,1.2051946811351777,0.644004293900344,49.63946535805925,65.35080249345359,80.99593809123263,92.07375368423935,99.74289595908469,106.80064703423581,118.60989643178571,232.08717637066584,240.50727029594702,247.66776749261643,8029.386657672613,11618.711217787986,14060.922032839455,17440.376627136593,19694.645596429425
X50,5.986614700628632,5.519880972418559,5.011071214568431,5.009808061853144,4.851064126971044,4.8304022095698,4.81223703475692,4.746082507454522,4.569541144557209,4.501944758888743,4.4589930207375374,4.507144354663591,4.606432845907524,4.464715330701385,4.59872935440066,4.713030866211705,4.920456886329365,5.175293905766573,5.431907377843658,5.695249528087006,5.944553508870586,6.084784795629779,6.11369600013173,5.667034055524608,117.7890155035538,157.16237532984215,160.8331913105073,151.9250017263737,151.46892046350865,147.65892489786694,153.3582527587071,159.72316186487566,161.2034971026961,162.68593949005006,5343.120839982047,6744.690818860739,7884.415109972758,9549.767075082962,10599.005035349104
X51,16.888141932922956,16.086495939101013,15.772118773817368,15.520752350897773,15.345824635482877,14.994687724874408,14.798293231793968,14.731407410939461,14.687305305202358,14.726047232126826,14.7292912097145,14.732727494106722,14.83794841539548,15.000573440524338,15.288766690751011,15.55211308856793,15.963814970099534,16.540797078132584,17.257954691995764,17.94327695541176,18.582308830011364,19.21424009494734,19.166707794614645,18.966307136402484,289.29990326403396,314.3904097313458,318.5866991302246,306.3976824480468,302.94261957897487,296.47002077667656,306.9483996639723,313.4202094298352,313.4202094298352,313.4202094298352,9750.245620701491,9716.026492324887,9402.606282895053,9716.026492324887,9402.606282895053
X55,12.608454814335033,9.718622183917393,8.629279695071121,8.023944506424833,7.587319194042682,7.252162093491504,7.030610557752316,6.9379861460843735,7.791181828823833,8.423491156048406,8.376976444177105,8.169303854560747,7.960003198586769,7.811073095420353,7.735815119801485,7.756173057025469,7.887380116911611,8.099731090820585,8.341557505464657,8.605490822612822,8.875205886264364,9.093154677112175,9.2820838997093,9.368007125087114,244.30684916831154,286.61331829624123,298.3855393642163,298.2430801660592,304.02219906990285,299.612683248936,304.1888629047429,316.5114151690622,318.44365048009263,320.37609068870967,10301.602891046125,12148.240821685813,13524.603682062781,15802.606787910601,17061.086875183504
X59,0.9571135223353691,1.0656209776604477,1.1913104648911923,1.3204524923859167,1.367640924138862,1.3842587320842712,1.3976818166068972,1.4230618706365308,1.4850285392120026,1.630372123573142,1.7795731301732647,1.8785038055185712,1.8974439183354226,1.9551363455399442,1.9493132675118923,1.9719301121837516,2.0111007459277928,2.020774278634669,1.9806240045031265,1.9511093144002218,1.8988709626859035,1.7873290314424843,1.7005382544580856,1.6379150374706817,70.88385111913072,66.04724568241907,79.23851428458909,82.3478026774238,79.16541836911509,78.23828926188764,76.22986850029443,81.72995681543809,82.29702709745905,82.84966546598427,2686.5035296791216,3206.3426347272753,3611.846529348739,4258.1401925934415,4629.715133735338
X61,1.2017855813949174,1.2786750715527528,1.347201457686065,1.4593470000429867,1.495107161215616,1.5013219947370637,1.5402517262454787,1.627262948204731,1.7322825681354979,1.9477820136493396,2.1013497716842124,2.1559886930843732,2.176728940757208,2.222628372167248,2.238151524603479,2.226831362981364,2.3807678415775375,2.4516775529410477,2.5344340446244322,2.4477415155833415,2.4328439255368854,2.2674098347476965,2.089932766023274,1.9322325363917465,55.02812350266102,74.57510294861362,72.43904326179235,73.52740966145645,73.77616588121944,73.10845984306073,70.38818018473165,69.11552780854343,69.2346452021333,69.35376259572315,2172.122475675132,2286.594290914988,2321.8255998911623,2511.845282193413,2539.8104301606063
X62,0.34736833408523693,0.31430693459789416,0.3042607894452606,0.31166085971605584,0.30125458561858054,0.2890194447879687,0.2890689363786022,0.302211963328462,0.3142515253275583,0.3212448517384355,0.32517369267605356,0.31869034459469675,0.41382563142764606,0.4892026150628569,0.5430910258707018,0.6017003047224021,0.6648225856946808,0.7363712980206483,0.7673399400987286,0.53267796312206,0.44576229603332373,0.3648549698945047,0.33996190017272643,0.32578611849503947,15.03858762363367,20.234787145077412,16.112266434810053,19.072203885409174,19.062183234468552,17.600700743874896,19.519462105515778,21.893034617201558,22.051117979586376,22.299500020152287,729.266772358886,939.8058909510717,1108.0136336474914,1350.0889519274976,1505.061757179923
X67,0.4675857911117084,0.5243822866649476,0.534646734141281,0.5609082952153708,0.5661769990406853,0.5876414352147257,0.6036140778412802,0.629362650929677,0.6502085503922586,0.7051186739364972,0.7924633915547914,0.7882820300960539,0.7917838808531343,0.8057908643551506,0.8208250580899734,0.8372110965978303,0.8747430110071652,0.8646997014756903,0.8339651884061485,0.8053539086624342,0.7896512218710247,0.748578264165884,0.7384892642213718,0.7058843217839038,17.97081854285105,19.487855473427008,18.99653968998701,18.240140907868472,18.632953887915107,16.845116500824375,17.877446037177915,16.206921671247198,16.17703574203542,16.147162795295873,496.35444536094735,466.30177190245524,423.92924351596014,409.8186646971956,369.26817202699914
X68,1.8719499796892118,2.028252905162409,2.131813045721867,2.2492744032747503,2.296749413223865,2.396827384574414,2.505854330195593,2.721618991637437,2.8612076641318485,2.9292245332334343,2.9392883044191347,2.929642597462899,2.9252361784313896,2.944984292882758,2.9476089547900273,2.963124191686255,3.0131449260856336,3.0728939074123973,3.1791047774812915,3.346543628277095,3.39658901949418,3.45408341237607,3.3343058144165223,3.1684452645254977,68.09853910070737,70.4930359130417,92.15593272140227,95.78909881883399,97.13870853988539,94.56462656327685,86.9572962425852,93.85814716481394,93.70143919662847,93.5447056802618,2859.403806649045,2720.106608203097,2488.945313897407,2423.713707184876,2202.113474202353
X70,0.45339949561822834,0.408486229708549,0.40553532229694766,0.41709893717762025,0.4071092376232247,0.3913468236573091,0.38219867171961397,0.387712066968293,0.39894121584338216,0.407582069912602,0.40853247892293876,0.41675812032689086,0.4275591250547358,0.516646326441564,0.6434587286013876,0.780432697828414,0.7981592735037693,0.8097967032355887,0.9949819869940997,0.8394073856544835,0.7231184934429038,0.5925953400793218,0.5443128373705244,0.5007290582283894,23.717388580342732,15.985930432336062,15.323948969570907,13.780804417920802,12.688956705098132,12.044735521235136,11.984598427761007,10.315315324663132,10.281068154651832,10.247807381811477,313.76211774281865,280.34089664528284,241.52235829327546,218.80531049415825,181.97179105025663
X73,0.1517774773363859,0.15198692619957788,0.15449139743863222,0.1594361886835508,0.15910155319094954,0.15702388167142095,0.15811740549758566,0.16529033315177993,0.17490810519771952,0.18024701711627283,0.2384483918728555,0.23978398377152915,0.2329302495181656,0.21540197641704545,0.2057790271666154,0.20132113624533163,0.20292659629128462,0.20804027219356835,0.21355524966027228,0.21602968952418797,0.21180067306773498,0.20170123106602547,0.19043986529020213,0.18044303477022766,6.119928836959877,6.553732947748177,5.478307883165771,6.55933564799024,5.8009029145652375,4.9617402401270905,4.4762379561260675,4.7417523328134665,4.7459918029243,4.750225903789635,147.52603360000757,152.11183954737925,151.07786038175811,160.1157385749209,158.8235691180888
X75,0.5879200857979328,0.6565061231404389,0.7794487425998329,0.8661238390395265,0.8975020250411774,0.9052241485169749,0.9060897110503099,0.9301150897423289,0.9589670054667634,0.9774481210119421,0.9842363095775046,1.003334667600842,1.0247414718894903,1.1923955789046303,1.6384960278464598,1.8308207390048388,2.1072830743194944,2.286159931738614,2.238272366692498,2.303631446279943,2.1936231894374574,2.108118070643102,2.1442354905941468,1.4000807615045714,46.97195108830471,30.486994116221847,31.763490848750344,29.998031587567056,30.346965722099025,29.087130150774087,35.677145094216655,31.853699861952734,33.057424738801664,32.199953198469316,1013.6673791083847,1009.256560834405,976.7000133916538,1009.2566805013544,976.7000133884076
X76,0.6019845416579999,0.570664792157348,0.5753749140153891,0.6013438224341008,0.5940472089991414,0.5789139716643817,0.569332713103341,0.5724293629058234,0.5818380013306028,0.5862631788698007,0.5897652722645346,0.6220195519732797,0.6684030193942614,0.8792442512538342,1.2267360952025144,1.3823057989948908,1.465869976442789,1.9074764330715366,2.242944478607577,1.6096693177309043,1.3853963194540024,1.2839494788096384,1.136323440395385,0.9331650934449865,32.552223881219874,18.344390062709955,15.964254761376832,17.202747712791467,15.078603926654397,13.83777449791004,18.399656696219772,12.79164277174867,12.772695977790066,12.753759678789649,395.8122740920372,373.64912296894965,344.2712238810991,337.84473971865526,309.621820735653
X80,7.8935733439337294,7.720504340183547,7.074082373302703,5.756166445642398,5.472496097363058,5.291050022970635,5.303659493493931,5.37621805951626,5.48456861950413,5.53560376273939,5.546565441553184,5.9931998765084264,6.341108117021744,6.317548624409291,6.4663280695854395,6.61864965468858,6.883541855426881,7.299044174533522,7.838572198908961,8.441686062504049,8.985043427468616,9.307126117326716,9.340361070747507,8.652729716370862,199.63093795055863,185.92460783230806,186.02248055783187,172.31027869591358,171.4994754071344,162.67380957231902,173.60876625144232,178.2387452493758,178.08915731722882,177.94059990793355,5500.372828206729,5346.283688543177,5038.313128817032,5066.2301110120225,4767.293537657849
X82,0.5990016625290242,0.5685351672788472,0.5807711410243843,0.5903961542652197,0.5863087973758956,0.5763418727779189,0.5716623347135503,0.5892302101159794,0.6073602249942642,0.6244974294773538,0.6247848970895934,0.6216144401422278,0.6185051141874056,0.6282978779408667,0.6303433551589213,0.6383990322892561,0.6425877629555927,0.6484657504208633,0.6581149877432946,0.6541635672554587,0.6565394029309568,0.6445320576702954,0.6348016488133099,0.6225404507646387,20.57140340141999,20.76222542359233,20.277896830162348,17.54970869274995,19.075765149569655,17.122674259581725,14.85413834491489,15.349725960921537,15.324883028609976,15.299700275729675,466.0733598259764,445.23000478238527,407.683299535356,397.3154809240169,361.31440547887047
X87,0.9080186125830264,0.9593665177223203,1.0592116835761387,1.1625788438622102,1.2204381244975706,1.2669409440617247,1.3080108725406363,1.365569090689143,1.417527867040568,1.4603748609781815,1.491325260284022,1.519809030788473,1.563071033820898,1.5981016113087083,1.628556867684705,1.6376462414411939,1.6514950149891308,1.6664293307820357,1.6770146347517907,1.691297977233685,1.6840298927857114,1.693658155488723,1.6825032294116697,1.6817778515836403,47.13042639345576,61.45160708341393,66.32755934918278,58.37742366268348,52.88909295488847,47.21326431358182,47.35770415472966,62.26238388078922,62.30790203794903,62.326448320109364,1862.9765598580436,1932.5152320275201,1870.1760309944286,1932.5152320275765,1870.1760309944286
X88,0.3681157431063029,0.3695638911206912,0.3877206068881095,0.41720876398554724,0.42719464755613645,0.42998269425640545,0.43511222566900853,0.4455800585339618,0.45876921093651757,0.46832494428795235,0.4763719653177145,0.4881344652616315,0.504903069534297,0.5211926472819062,0.5307292974750161,0.5318652876445404,0.5318684489022543,0.5361074936866059,0.5417910646560449,0.5461406468784548,0.546544337208393,0.5460529204389073,0.5464425565983411,0.5412166704801684,16.620733609560745,8.383918159692747,8.194736921382315,8.349489536374408,7.501135495648669,7.230874124307704,6.853649226816174,5.638551870065412,5.65099429229107,5.657917973499527,172.0608162366776,175.27007587649922,169.2778114476417,174.57073435601632,168.60102924142203
X91,0.6298917201664394,0.6291434764038212,0.6458166168249333,0.6740068706843723,0.6804148498382236,0.6831043178877745,0.6898441441763087,0.7130068063366972,0.7379814739354118,0.7548980700276899,0.7694542128192423,0.7780436420992969,0.7873271705947867,0.7969694182455773,0.8047995243018935,0.8126560534927971,0.8126978119798042,0.823823831275983,0.826620657240563,0.8299143780670372,0.8337440086407611,0.8285284512077857,0.8233142501915232,0.8119548312418174,26.75052219139892,33.71325123741708,34.431107687731114,31.022473214734138,30.015634125011527,27.01384228139856,22.804486606226675,24.650366681630945,24.707585152104674,24.76287010061841,768.5516158392387,829.8239717998067,852.6391803587912,932.2970009416948,951.806627915457
X94,0.12438276307051695,0.11196266187603257,0.11238529859416957,0.1204114549297846,0.11858734841264747,0.11478265225573926,0.11292344922249603,0.11493476047946946,0.11882104188036445,0.12129886255302677,0.12380865158410755,0.1288681710297273,0.13691123678707612,0.14561442736518082,0.17420859861212135,0.1863746544201189,0.17434104510534254,0.16629411628244561,0.16412716259799326,0.16540429213378866,0.1651563450970023,0.16350544298092276,0.161561276827197,0.15657585890903541,5.224419350887597,2.5094803451488676,2.2170661297751284,1.9176038805801352,1.556769267443188,1.4629792840656468,1.4949208114638282,1.0542189372591522,1.0414049410981474,1.0285820333251787,29.313807441031322,17.174283167178462,4.884182004471726,-7.080307024603566,-18.588002052091518
X102,0.7389320944487655,0.7678423709541605,0.8000260551788716,0.8355359768831472,0.850228235860886,0.859746139569215,0.8776208557448308,0.9213940029063515,0.9737665585490658,1.0036254399820401,1.022754493666614,1.0287519512930565,1.0384510748723734,1.050179120630337,1.0599946319178586,1.0621764577584942,1.2937285482515142,1.466547544529079,1.6603441448344045,1.5669928211329398,1.342240051572333,1.2369850726403784,1.1817709365590339,1.1482528704296187,31.840321527292502,39.20435426720396,40.154895426110606,36.180481749975286,31.95572398448494,30.564225019811893,27.746012163150148,24.240598254241227,24.198721325329604,24.156251471421967,738.3521222358473,699.7394795359472,637.9900805366458,618.7733535731205,559.6357650887488
X105,0.4735437442324501,0.4620309756053568,0.48843176121958654,0.5192063214393188,0.5256471621637419,0.5296947382505344,0.5354880822894226,0.5539512991348586,0.5759492441142898,0.5866708705203372,0.597187833154836,0.6041739932703434,0.617143412015522,0.632298714644951,0.6371059397661623,0.6414204468138791,0.6432455357118227,0.6470946306557707,0.6580251299238057,0.6565412252334453,0.6559131664301557,0.6554896255441705,0.6486002833446889,0.6450334424032799,16.00303421328139,9.951052877667989,10.002608911419372,10.050900159756695,9.13181896911673,8.929561239475543,8.383337427105177,7.6985179674947934,7.6956141330046774,7.692100559270095,235.73079774368668,233.9890524878627,222.87222384131843,226.61354345086158,215.73463445067185
X106,0.5000061115791621,0.5482541167821127,0.5539366869954147,0.5694465654123009,0.5745490917321912,0.5789701343234944,0.5797619664194416,0.5909286700442165,0.6021147372555367,0.6103911489229673,0.6107654723559957,0.608523286789479,0.6060346976395512,0.6099947359242446,0.6051020383757213,0.6115782107553484,0.6073658412001662,0.6181048758338773,0.6147529044555777,0.6211532564121907,0.6167967393534185,0.6160709236589441,0.6096531367659119,0.6069322765486364,16.700458287113978,16.85566881875166,17.15890769811937,16.755176409581985,16.377826382497634,15.748918577561462,15.056249663586105,17.788984180588887,17.788984180588887,17.788984180588887,547.7002697865656,551.4585095982554,533.6695254176666,551.4585095982554,533.6695254176666
X107,0.20798405468033165,0.20427835593175986,0.21519694112182736,0.23460870755704513,0.23861086321765665,0.23833829787070585,0.23977300315499178,0.24621409306572545,0.25488832912678994,0.26071820941259227,0.26539154494844763,0.2729375119676629,0.2842211698777739,0.29558441527262697,0.30196155362987714,0.3020319428385773,0.3012425634414014,0.3042433211667799,0.30784132095985356,0.3107095671305103,0.3107241767180476,0.3095983936178083,0.30962126094769316,0.3054787885924007,10.338251278716307,13.88977792599099,12.488714869065728,10.277681875152277,11.58902003985305,10.122080761934077,7.463076428451068,8.074114290889211,8.098246297570126,8.120437632756364,250.64236799849436,275.684426060323,285.87507090911635,315.12405381851323,324.04245261058674
